campo_64;campo_34;campo_36;campo_38;campo_53;campo_80;campo_39;campo_62;campo_61;campo_100;campo_22;campo_75;campo_70;campo_71;campo_72;campo_73;campo_69;campo_68;campo_84;campo_83;campo_74;campo_87;campo_86;campo_85;campo_94;campo_93;campo_8;campo_35;campo_37;campo_91;campo_101;campo_92;campo_26;campo_23;campo_97;campo_10;campo_11;campo_12;campo_13;campo_51;campo_81;campo_77;campo_76;campo_78;campo_79;campo_95;campo_46;campo_20;campo_3;campo_104;campo_60_cat;Presenta_union
Medio;SR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82613.0;0.0;0.0;0.0;0.0;564204.0;559032.0;0.0;3087700.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;NOVATOS;PERSONA NATURAL;0.0;1.0;2;1
Medio;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;622150.0;2735861.0;2197017.0;0.0;1226.0;0.0;0.0;2486584.0;2116154.0;2062353.0;2058211.0;195485.0;11233773.0;459202.0;1.0;0.0;0.0;3.0;12.0;25.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1946810.0;MINO;PERSONA NATURAL;0.0;6.0;4;1
Medio;VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES;1.0;1.0;1.0;0.0;1.0;0.0;4.0;0.0;1.0;32677522.0;0.0;0.0;0.0;0.0;108742.0;0.0;123247.0;17247615.0;17247615.0;4072776.0;31669809.0;154412.0;24166053.0;171673229.0;0.0;1.0;1.0;11.0;12.0;63.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;123247.0;0.0;0.0;15553154.0;16385235.0;MAYO;PERSONA JURIDICA COMERCIAL;1.0;3.0;3;1
Bajo;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;12.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;202069.0;0.0;DIFUNTOM3A;PERSONA NATURAL;1.0;12.0;5;1
Bajo;TERMINACION Y ACABADO DE EDIFICIOS;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;12.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;CONSTRU;PERSONA JURIDICA COMERCIAL;1.0;7.0;4;1
Bajo;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;1.0;1.0;0.0;0.0;1.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9202055.0;15876911.0;15876911.0;730378.0;13775.0;11795.0;4433744.0;72500.0;0.0;1.0;1.0;3.0;12.0;13.0;493681.0;31695244.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;6246728.0;6226728.0;0.0;0.0;15083065.0;OPLOG;PERSONA JURIDICA COMERCIAL;0.0;6.0;4;1
Bajo;CAPTACION, TRATAMIENTO Y DISTRIBUCION DE AGUA;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;643324.0;748708.0;0.0;3385912.0;0.0;0.0;1.0;1.0;0.0;0.0;7.0;7958849.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;NOVATOS;PERSONA JURIDICA COMERCIAL;0.0;1.0;2;1
Medio;VENTA AL POR MENOR DE OTROS ENSERES DOMESTICOS EN COMERCIOS ESPECIALIZADOS;0.0;0.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16562.0;0.0;0.0;337693.0;0.0;1.0;0.0;0.0;0.0;12.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;MINO;PERSONA NATURAL;1.0;19.0;5;1
Medio;TERMINACION Y ACABADO DE EDIFICIOS;1.0;0.0;1.0;0.0;2.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35276323.0;56022732.0;0.0;189084595.0;341449439.0;1.0;2.0;0.0;7.0;12.0;40.0;312819520.0;18017674.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;58279046.0;CONSTRU;PERSONA JURIDICA COMERCIAL;1.0;3.0;3;1
Bajo;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;71095120.0;0.0;0.0;0.0;0.0;1111792.0;0.0;285721.0;65848174.0;65848174.0;12977223.0;13141817.0;0.0;69982981.0;0.0;0.0;0.0;0.0;0.0;12.0;9.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;285721.0;0.0;0.0;0.0;62555765.0;HOTRESDIS;PERSONA NATURAL;0.0;25.0;5;1
Bajo;SR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SINICIO;PERSONA JURIDICA COMERCIAL;1.0;6.0;4;0
Bajo;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2413.0;0.0;0.0;12697.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;39422376.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;NOVATOS;PERSONA JURIDICA COMERCIAL;0.0;2.0;3;1
Bajo;VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;550000.0;550000.0;0.0;0.0;0.0;406846.0;0.0;0.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;522500.0;MINO;PERSONA NATURAL;1.0;9.0;4;1
Bajo;ALQUILER Y ARRENDAMIENTO DE VEHICULOS AUTOMOTORES;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24928.0;9500.0;322129.0;488779.0;50000.0;0.0;1.0;1.0;1.0;0.0;5.0;47846300.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;NOVATOS;PERSONA JURIDICA COMERCIAL;0.0;1.0;2;1
SCRG;SR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NULLS;1;0
Bajo;VENTA AL POR MENOR NO REALIZADA EN COMERCIOS, PUESTOS DE VENTA O MERCADOS;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;536460.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2050679.0;2050679.0;907262.0;1504575.0;0.0;4816852.0;2887881.0;0.0;1.0;1.0;1.0;12.0;32.0;1428639.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1948145.0;MINO;PERSONA JURIDICA COMERCIAL;0.0;4.0;3;1
Medio;VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3298410.0;577126.0;0.0;17474054.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;38959520.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;NOVATOS;PERSONA JURIDICA COMERCIAL;1.0;1.0;2;1
SCRG;SR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;NULLS;1;0
Medio;ACTIVIDADES DE SEGURIDAD PRIVADA;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4007.0;0.0;18023.0;21067.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;181119040.0;7342892.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;SSPERS;PERSONA JURIDICA COMERCIAL;1.0;12.0;5;1
Medio;SR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5102246.0;676920.0;0.0;27296536.0;0.0;1.0;0.0;0.0;0.0;4.0;17.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;974470.0;NOVATOS;PERSONA NATURAL;1.0;2.0;3;1
Bajo;OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;152890.0;513000.0;0.0;804692.0;2700000.0;0.0;4.0;0.0;1.0;12.0;6.0;33048972.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6739415.0;NOVATOS;PERSONA JURIDICA COMERCIAL;0.0;2.0;3;1
Bajo;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;3936126.0;0.0;0.0;0.0;0.0;38317.0;0.0;0.0;18900000.0;18900000.0;627383.0;3572000.0;0.0;3581108.0;18800000.0;0.0;0.0;0.0;1.0;12.0;15.0;115033376.0;11418724.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17955000.0;INMO;PERSONA JURIDICA COMERCIAL;0.0;7.0;4;1
Bajo;VENTA AL POR MENOR DE OTROS ENSERES DOMESTICOS EN COMERCIOS ESPECIALIZADOS;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;4.0;0.0;23833452.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;MINO;PERSONA JURIDICA COMERCIAL;1.0;7.0;4;1
Bajo;OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;4395943.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;ACTMAS3;PERSONA JURIDICA COMERCIAL;1.0;7.0;4;0
Bajo;OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;726748.0;21090.0;0.0;3943545.0;111000.0;0.0;0.0;0.0;1.0;12.0;5.0;1148961.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5955900.0;MAYO;PERSONA JURIDICA COMERCIAL;0.0;5.0;4;1
Bajo;VENTA AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN COMERCIOS ESPECIALIZADOS;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6128942.0;0.0;0.0;0.0;0.0;61303.0;0.0;0.0;5188179.0;5188179.0;1130363.0;380838.0;0.0;6166970.0;0.0;0.0;1.0;1.0;0.0;12.0;9.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6679143.0;4928770.0;EMISBH;PERSONA NATURAL;1.0;9.0;4;1
Medio;ACTIVIDADES CREATIVAS, ARTISTICAS Y DE ENTRETENIMIENTO;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;354179.0;0.0;0.0;1880591.0;0.0;1.0;0.0;0.0;0.0;1.0;13.0;2259000.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ACTMAS3;PERSONA JURIDICA COMERCIAL;1.0;6.0;4;1
Bajo;CULTIVO DE PLANTAS NO PERENNES;0.0;0.0;0.0;0.0;2.0;0.0;12.0;0.0;0.0;1783011.0;0.0;0.0;0.0;0.0;33934.0;0.0;201712.0;1230121.0;1230121.0;382481.0;590333.0;0.0;2013035.0;0.0;0.0;0.0;0.0;0.0;12.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;201712.0;0.0;0.0;0.0;1168615.0;EMISBH;PERSONA NATURAL;0.0;26.0;5;1
